<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140525,670.96,680,662,661.75,14294106
20140526,658.07,688,645,670.7,23951846
20140528,678.85,694,672,693.85,23589552
20140531,704.38,715,671,673.59,13861416
20140601,681.49,691,668,672.01,18921957
20140602,671.22,687,649,670.96,11050484
20140603,678.85,679,654,661.75,8870928
20140607,657.81,675,639,654.38,7732053
20140608,641.75,671,640,670.43,9619758
20140609,671.22,687,671,681.49,20009197
20140610,686.75,697,674,681.49,12424797
20140611,689.38,695,660,663.07,7571283
20140614,684.12,684,646,646.23,5204225
20140615,636.23,650,636,639.39,26168173
20140616,642.02,661,636,644.65,10028255
20140617,636.76,645,622,626.23,10370692
20140618,618.6,653,613,653.33,16506114
20140621,652.54,658,635,635.44,10039819
20140622,628.6,646,628,637.81,10976125
20140623,636.76,638,611,611.5,20734395
20140624,618.34,621,603,603.87,12790568
20140625,595.97,610,580,580.45,7794374
20140628,568.34,580,562,561.5,18267052
20140629,541.51,552,541,540.98,29365995
20140630,528.88,558,521,525.98,15515470
20140701,534.14,554,529,553.61,6306996
20140702,571.24,571,571,571.24,3157048
20140705,593.87,594,594,593.87,3124351
20140706,617.55,618,597,616.49,46847050
20140707,615.71,640,596,639.91,22440611
20140708,649.65,658,645,658.07,10211064
20140709,671.22,678,644,645.44,43272898
20140712,637.02,668,637,637.02,26755544
20140713,631.49,637,616,616.49,25609397
20140714,594.92,635,595,623.6,20097996
20140715,623.6,641,618,634.65,23763954
20140716,647.28,658,629,633.07,20124978
20140720,624.13,631,619,618.86,20061296
20140728,603.85,609,596,602.52,16910947
20140802,604.73,605,578,578.24,11064691
20140803,569.42,585,561,573.83,10625666
20140804,585.31,595,578,595.46,15264333
20140805,602.08,602,574,580.45,7090764
20140806,586.19,595,574,593.25,7472851
20140809,583.54,600,580,584.87,4272838
20140810,590.6,608,584,607.82,8289670
20140811,612.67,620,613,618.85,23675721
20140812,626.36,629,599,617.97,9293346
20140813,610.47,618,603,604.73,4131050
20140816,610.91,611,587,594.58,8080664
20140817,590.6,609,590,598.55,6552437
20140818,613.56,614,596,600.32,6323523
20140819,606.94,609,581,587.07,8035439
20140820,588.4,595,582,582.66,5099234
20140823,582.66,606,583,593.69,7769462
20140824,598.99,599,576,578.24,7836980
20140825,587.07,595,578,594.58,4013648
20140826,590.6,600,579,587.07,8194475
20140827,595.02,595,568,573.39,9997356
20140830,573.83,574,550,551.76,10445069
20140831,547.35,562,543,552.2,5859689
20140901,543.81,556,530,538.52,5195083
20140902,545.14,547,524,523.95,6850908
20140903,525.28,539,524,529.69,5754631
20140906,538.52,539,510,509.83,5493168
20140907,516.45,537,497,537.19,17470457
20140908,550.44,551,543,550.88,7413603
20140909,566.77,571,550,549.55,12635398
20140910,551.76,556,539,541.61,7329767
20140913,542.93,543,520,520.42,10335314
20140914,527.04,529,517,520.42,3250314
20140915,522.19,539,522,530.13,3489904
20140916,530.13,542,527,534.1,4462296
20140917,536.31,539,526,534.1,6331440
20140920,538.96,547,531,546.9,3468675
20140921,542.93,557,543,557.5,3462931
20140922,569.42,569,547,564.56,4657141
20140923,565,572,553,565.44,5428029
20140924,582.22,582,565,568.98,4777848
20140927,569.42,582,552,573.83,10478069
20140928,573.83,578,561,563.24,7475768
20140929,573.39,573,556,563.68,4788820
20140930,573.39,573,554,561.03,5860163
20141001,563.24,569,555,557.06,4663288
20141004,568.98,569,556,562.8,4777639
20141006,565,576,554,560.59,4320548
20141007,569.42,573,556,563.24,4934130
20141008,562.8,565,557,563.68,3176034
20141011,564.56,567,554,559.26,3702097
20141012,562.8,563,552,556.62,2907140
20141014,561.91,580,556,580.45,14902938
20141015,593.69,594,572,580.45,6310665
20141018,586.19,596,576,585.75,5259824
20141019,591.49,610,576,610.47,12559960
20141020,621.5,625,605,613.56,17335627
20141021,623.27,635,609,611.35,7870644
20141022,617.97,618,599,599.87,7647969
20141025,606.94,609,583,583.1,6885407
20141026,576.92,587,570,569.86,5602465
20141027,573.83,587,558,562.8,20115412
20141028,558.82,573,553,554.85,18586364
20141029,557.5,578,557,578.24,19680988
20141101,582.66,599,583,598.99,22924551
20141102,612.67,613,587,599.87,14054374
20141105,604.73,623,596,623.27,34080570
20141108,644.46,644,624,644.46,71491421
20141109,648.87,670,646,670.06,85945292
20141110,684.18,694,678,694.34,155528859
20141111,697.43,715,679,679.77,75171932
20141112,688.6,708,667,676.24,50676550
20141115,660.35,673,657,657.26,63140304
20141116,661.67,683,657,670.94,25435837
20141117,682.86,697,677,697.43,47880353
20141118,701.84,706,675,676.24,23531448
20141119,679.77,697,667,679.33,26870527
20141122,693.01,702,675,675.35,18783185
20141123,688.6,713,676,708.9,42141698
20141124,732.74,737,726,737.15,74624957
20141125,707.14,707,707,707.14,5302144
20141126,678.89,692,679,681.53,111446781
20141129,685.07,701,653,652.84,58947409
20141130,634.3,634,634,634.3,5363802
20141201,609.14,622,609,613.12,86438858
20141202,613.12,631,602,606.49,37150142
20141203,617.53,618,586,586.19,31519719
20141206,600.32,611,574,587.07,14181671
20141207,591.49,591,572,580.45,10509106
20141208,578.24,599,578,598.99,18478176
20141209,613.12,618,589,605.17,18419671
20141210,617.53,618,591,591.49,5801258
20141214,593.69,594,570,570.3,14760190
20141215,555.29,578,550,573.83,13598512
20141216,573.83,580,574,580.45,6253077
20141217,586.19,596,561,581.78,8591693
20141220,569.86,599,570,591.49,6434828
20141222,600.76,610,601,609.58,6052151
20141224,626.8,627,587,602.52,10194971
20141227,595.9,607,584,591.93,7616822
20141228,593.25,609,593,595.46,6287114
20141229,600.32,603,583,591.93,4631723
20141230,583.1,604,583,583.54,4699785
20141231,587.07,587,572,578.24,5750653
20150103,576.48,594,572,576.92,6777413
20150104,578.69,595,578,580.45,4536253
20150105,582.66,587,565,565.89,7701961
20150106,572.07,572,550,549.99,9816816
20150107,540.73,555,539,546.9,6810243
20150110,534.1,547,522,525.28,14369556
20150111,507.62,534,502,533.22,11211710
20150112,531.01,531,530,531.01,5078454
20150113,551.76,552,531,551.76,12822831
20150114,551.76,561,539,542.49,7439468
20150117,546.02,569,544,550.88,4942798
20150118,551.76,556,534,533.66,5641762
20150119,520.86,530,519,523.07,4018411
20150120,531.9,541,512,513.36,3940838
20150121,510.27,511,499,500.12,12645851
20150124,500.56,512,486,508.06,7528987
20150125,505.41,521,505,519.98,8787494
20150126,521.74,531,505,520.86,6856067
20150127,519.54,534,520,523.07,2695524
20150128,529.69,544,524,543.81,13760470
20150131,563.24,563,563,563.24,5225898
20150201,578.24,578,564,565,15146834
20150202,571.62,591,569,578.24,15309448
20150203,582.66,596,574,582.66,15381260
20150208,595.9,597,562,565,12027297
20150209,569.42,573,547,549.11,14151847
20150210,552.64,569,553,562.35,8074860
20150214,564.12,585,557,557.06,4688914
20150215,557.06,580,557,578.69,6792785
20150216,573.83,595,574,595.02,48401303
20150217,611.35,617,600,604.73,32697184
20150218,609.14,609,590,589.72,11062424
20150221,596.34,596,580,582.66,6705150
20150222,571.18,576,568,567.65,9670774
20150223,553.97,582,548,572.07,7487904
20150224,573.39,582,552,556.17,6083221
20150225,563.68,564,542,548.67,8515365
20150228,551.76,558,536,538.96,3365253
20150301,538.52,568,539,568.09,8486323
20150302,569.42,580,569,573.83,8436650
20150303,574.71,591,565,584.42,27158115
20150304,574.27,595,574,594.58,9181103
20150307,602.52,603,568,568.53,9269633
20150308,565.44,593,565,591.49,7019091
20150309,588.4,588,574,576.48,13090509
20150310,584.87,585,565,568.09,4252431
20150311,573.83,580,565,570.3,4626309
20150314,574.27,599,574,598.55,5872126
20150315,615.76,616,616,615.76,5569878
20150316,634.75,635,611,617.97,25375982
20150317,623.27,623,603,613.56,6922521
20150318,626.8,633,618,633.42,17607540
20150325,638.28,651,618,641.81,7278957
20150328,636.95,661,628,660.79,4924393
20150329,673.15,673,667,670.94,27509139
20150330,672.71,684,646,650.19,15885939
20150331,640.48,675,640,644.9,11826865
20150404,683.3,683,683,683.3,6303379
20150405,708.9,709,709,708.9,55295996
20150406,737.15,737,689,710.67,74478365
20150407,704.05,718,696,696.1,31850299
20150408,680.21,723,678,715.08,26984244
20150411,701.4,714,685,685.07,30829683
20150412,675.8,684,664,663.88,29923208
20150413,666.53,680,647,675.35,12928687
20150414,666.53,689,663,670.94,5927506
20150415,654.17,679,654,655.93,12281679
20150418,662.11,675,641,640.92,8425817
20150419,637.83,657,630,635.63,8011282
20150420,635.19,640,618,618.85,7899414
20150421,617.97,631,598,621.06,7383000
20150422,618.85,638,605,624.15,6575428
20150425,631.21,644,619,621.5,4330739
20150426,617.97,626,606,609.14,4338545
20150427,606.94,610,598,598.55,4551921
20150428,597.23,616,596,606.05,7434396
20150429,613.56,615,591,596.34,7197425
20150503,604.29,604,575,582.66,5750632
20150504,578.24,588,563,565.44,6546411
20150505,575.15,587,557,565,9788636
20150506,560.59,587,561,581.33,6559782
20150509,573.83,583,554,553.53,5161791
20150510,552.2,565,545,547.35,5229166
20150511,547.35,576,547,567.21,7317503
20150512,573.83,589,569,569.42,6818301
20150513,578.24,578,563,564.12,4198934
20150517,565.44,565,549,552.2,4101303
20150518,561.91,562,550,551.76,3163634
20150519,555.73,566,552,556.17,4094412
20150520,553.97,562,551,551.32,4038159
20150523,552.2,557,539,555.73,4997143
20150524,550.44,560,539,555.73,6023555
20150525,556.17,563,550,550.44,3204660
20150526,554.85,562,550,554.85,4253993
20150527,550.88,556,547,547.35,2740564
20150530,547.79,558,547,548.23,2467529
20150531,549.55,556,541,545.14,3548374
20150601,543.37,555,543,545.14,1909701
20150602,545.14,557,539,547.79,3175908
20150606,543.81,555,544,549.55,4081064
20150607,551.32,551,535,536.75,3525318
20150608,545.58,546,521,537.64,4636028
20150609,529.25,530,512,511.59,3771491
20150610,513.36,526,503,523.51,3284546
20150613,527.48,547,516,542.93,5740186
20150614,542.93,548,525,526.6,2548729
20150615,525.28,534,519,520.86,160735529
20150616,529.69,549,521,542.93,4967111
20150617,542.49,561,542,561.47,6954931
20150620,573.39,584,550,558.38,5529054
20150621,549.55,574,550,568.98,2617212
20150622,568.98,592,556,592.37,6356391
20150623,608.26,614,599,613.56,11869194
20150624,617.97,623,584,595.02,10688079
20150627,598.55,609,585,587.07,4570178
20150628,582.66,591,569,577.8,5890892
20150629,567.65,594,566,593.25,3915090
20150630,603.85,610,591,610.03,7068333
20150701,611.35,620,597,611.35,12285801
20150704,629.45,641,629,641.37,16052427
20150705,662.11,667,640,654.17,20709022
20150706,657.7,671,644,655.49,11671147
20150707,664.32,684,659,670.06,18959516
20150711,657.7,675,640,656.82,12628453
20150712,662.11,674,627,640.04,16222927
20150713,672.26,689,657,657.7,46673575
20150714,684.18,684,640,659.46,43532560
20150715,657.7,658,629,628.57,8640336
20150720,604.73,614,603,602.52,52234780
20150726,604.73,630,592,595.9,9403446
20150727,602.96,611,579,579.13,13470396
20150728,567.65,588,562,571.18,15663076
20150729,577.36,603,577,598.99,15191716
20150801,603.85,605,578,578.24,17036801
20150802,573.83,581,566,573.83,18154419
20150803,574.71,584,569,572.07,12404879
20150804,567.65,582,561,578.24,11265126
20150805,565,578,565,569.42,2424069
20150808,569.42,570,547,556.17,5531590
20150809,553.53,567,554,555.73,12818797
20150810,553.97,568,550,551.32,3716774
20150812,551.76,552,539,542.93,9744178
20150815,534.55,543,525,534.1,6484975
20150816,532.78,550,533,534.55,7311633
20150817,534.1,547,530,531.9,3346198
20150818,529.25,541,529,535.43,2330667
20150819,538.08,544,531,534.1,4343032
20150822,534.1,547,525,528.81,9081577
20150823,529.69,530,521,520.86,4220558
20150824,521.3,527,517,517.33,5217690
20150825,516.45,522,499,507.62,7280073
20150826,507.62,519,508,516.45,68874069
20150829,523.07,540,523,538.08,10383611
20150830,538.08,539,528,538.08,4372184
20150831,542.93,543,525,536.75,2952481
20150901,537.64,545,533,535.43,3614923
20150902,537.64,538,530,538.08,2354474
20150905,538.52,558,539,549.55,5417689
20150906,551.76,552,534,535.43,2959771
20150907,538.52,545,530,538.52,2164537
20150908,540.73,541,527,529.25,2933706
20150909,536.31,538,526,531.9,6291633
20150912,540.73,542,523,525.28,3532724
20150913,522.19,522,506,505.85,7875368
20150914,499.23,515,494,500.12,7007659
20150915,493.49,503,486,487.76,6275199
20150916,483.78,502,484,489.52,6150716
20150919,494.38,506,481,486.43,8931718
20150920,476.72,493,466,465.69,4640333
20150921,455.53,464,452,463.48,8969021
20150922,463.48,475,457,474.51,4016462
20150923,475.84,482,469,472.31,5140471
20150926,472.75,473,451,458.62,3564439
20150927,454.65,482,446,465.69,5054099
20150928,457.74,475,457,459.51,2168213
20150929,473.63,474,463,465.69,3518012
20150930,465.69,469,454,455.09,3476031
20151003,450.68,451,439,439.2,12150450
20151004,428.61,452,419,447.59,9402665
20151005,446.26,451,433,436.99,4136050
20151006,433.02,441,422,425.96,3682186
20151007,433.46,441,425,426.84,4956087
20151010,432.14,435,422,423.75,2446185
20151011,419.78,435,415,425.96,3043274
20151012,424.63,445,425,432.58,4022675
20151013,436.11,452,429,446.71,4532555
20151014,447.59,460,442,446.71,7339044
20151017,454.65,475,455,474.51,7492400
20151018,488.64,489,477,487.76,31098837
20151019,489.96,508,481,489.08,23694174
20151020,494.38,500,476,476.28,5720040
20151021,466.57,481,463,465.69,7722867
20151031,454.65,459,444,447.59,7734193
20151101,450.24,472,445,471.87,9078317
20151102,476.72,485,460,462.6,4151938
20151103,451.56,467,451,457.74,2155798
20151104,459.06,467,458,462.6,3300679
20151107,468.78,481,454,458.62,5931754
20151108,454.65,468,455,457.74,3291148
20151109,465.69,469,455,455.53,3736238
20151110,474.96,475,455,456.86,12767722
20151111,459.06,466,454,455.53,3522016
20151114,465.24,467,455,455.97,4088815
20151115,453.33,453,437,438.32,7564890
20151116,440.53,455,437,442.73,4986990
20151117,450.24,450,433,436.99,2810101
20151118,434.79,446,435,441.41,1931328
20151121,440.97,448,441,445.38,2995693
20151122,449.35,449,439,443.62,3478885
20151123,448.47,448,437,441.41,3830491
20151124,443.62,444,438,441.41,8818854
20151125,439.2,448,439,441.41,3229881
20151128,438.32,445,436,436.99,3079345
20151129,436.99,441,432,431.7,2986869
20151130,431.26,436,428,432.14,2780697
20151201,430.37,433,418,419.34,4961930
20151205,428.17,435,421,423.31,3283030
20151206,423.75,424,407,412.28,8632214
20151207,410.51,418,397,401.24,3656736
20151208,402.56,406,396,396.38,3391435
20151209,402.56,411,397,405.21,6326419
20151213,405.21,413,400,401.68,2366430
20151214,406.1,412,406,410.51,3283183
20151215,407.86,417,408,412.72,3917463
20151216,414.92,418,399,399.47,2729793
20151219,407.86,408,391,391.97,2884727
20151220,398.59,399,383,384.03,5157077
20151221,392.41,397,381,383.58,4658190
20151222,388.44,388,375,381.38,2871426
20151223,387.56,388,380,384.03,2335185
20151226,384.47,386,375,376.96,2629423
20151227,379.17,401,375,397.71,5421888
20151228,394.18,398,380,384.03,3395450
20151230,389.32,402,389,395.94,2972344
20160102,400.8,401,376,385.35,2727162
20160103,385.79,393,384,390.65,2322549
20160104,388.88,398,389,395.94,4832593
20160105,392.41,412,391,412.28,10363280
20160106,429.05,429,429,429.05,2376613
20160109,436.55,437,437,436.55,21663625
20160110,437.44,458,429,458.18,58014966
20160111,465.24,473,461,473.19,12705208
20160112,495.26,495,481,495.26,39899928
20160113,498.79,518,490,517.77,29857419
20160116,539.4,539,539,539.4,5194501
20160117,559.26,559,516,551.76,111406675
20160118,546.9,583,528,583.1,91278060
20160119,593.69,594,587,593.69,11077039
20160120,623.27,623,613,623.27,64797031
20160126,653.73,654,654,653.73,7071963
20160127,686.39,686,686,686.39,165200532
20160130,706.25,720,680,688.16,321912508
20160131,698.31,742,676,734.94,156427323
20160201,742.89,743,739,742.89,135555827
20160208,779.97,780,780,779.97,40729817
20160209,818.81,819,819,818.81,83510823
20160210,859.42,859,848,859.42,411897505
20160213,881.93,902,863,902.24,376274471
20160214,942.41,942,942,942.41,13869548
20160215,989.2,989,989,989.2,11788582
20160216,1038.63,1039,1039,1038.63,5757626
20160217,1090.28,1090,1090,1090.28,4662502
20160220,1139.27,1139,1095,1139.27,574837311
20160221,1178.56,1195,1082,1103.08,439153570
20160316,1890.19,1969,1796,1795.73,540354976
20160326,1819.59,1820,1751,1750.99,182954544
20160327,1745.02,1784,1666,1666.47,62900032
20160328,1618.74,1658,1619,1618.74,40681804
20160329,1538.2,1687,1538,1645.59,268685248
20160330,1657.52,1665,1641,1665.48,111624971
20160402,1660.5,1662,1582,1581.95,77111497
20160403,1551.13,1572,1517,1522.29,168727317
20160404,1522.29,1546,1445,1457.66,181959459
20160405,1466.61,1529,1453,1529.26,93199573
20160406,1566.04,1576,1511,1575.99,197634477
20160409,1650.56,1651,1651,1650.56,13109465
20160410,1679.4,1715,1573,1600.85,217697742
20160411,1602.83,1682,1594,1639.62,76209561
20160412,1660.5,1661,1564,1564.06,48976019
20160413,1541.19,1541,1507,1507.38,73874752
20160416,1468.6,1469,1434,1433.8,21348069
20160417,1365.19,1437,1365,1381.1,103000964
20160418,1433.8,1460,1412,1459.65,62571698
20160419,1491.47,1493,1384,1384.09,65300523
20160420,1392.04,1392,1330,1385.08,67201012
20160423,1392.04,1407,1372,1406.95,85882276
20160424,1469.6,1475,1453,1474.57,30967747
20160425,1546.16,1546,1481,1546.16,166949454
20160426,1540.19,1613,1501,1610.79,110024996
20160427,1640.62,1667,1614,1667.46,82131135
20160430,1670.45,1680,1580,1579.97,106923156
20160501,1587.92,1630,1526,1540.19,92765601
20160502,1530.25,1637,1513,1636.64,109562087
20160503,1650.56,1670,1571,1580.96,45241296
20160504,1580.96,1641,1547,1580.96,41856011
20160507,1613.77,1625,1514,1514.34,50597863
20160508,1501.41,1502,1468,1469.6,43052304
20160528,1242.89,1293,1243,1280.68,298740216
20160529,1287.64,1321,1231,1287.64,240261997
20160530,1291.61,1297,1261,1264.77,139411970
20160531,1264.77,1268,1208,1210.08,134876276
20160601,1199.14,1268,1199,1252.84,132967423
20160605,1271.73,1293,1254,1292.61,135364572
20160606,1302.55,1317,1251,1252.84,74292041
20160607,1252.84,1275,1228,1232.95,61173834
20160608,1252.84,1280,1238,1247.86,74432662
20160611,1262.78,1263,1194,1203.12,159935420
20160612,1227.98,1238,1158,1213.06,80693372
20160613,1222.01,1237,1168,1183.23,73155616
20160614,1194.17,1194,1135,1134.51,99540294
20160615,1132.52,1195,1098,1194.17,126139359
20160618,1197.15,1198,1136,1144.46,103605355
20160619,1135.51,1153,1110,1109.65,95273262
20160620,1103.69,1131,1062,1065.9,91902428
20160621,1083.8,1131,1064,1115.62,82236326
20160622,1131.53,1152,1129,1152.41,53966106
20160625,1171.3,1193,1140,1154.4,103582224
20160626,1163.35,1222,1145,1222.01,109002204
20160628,1256.81,1257,1257,1256.81,19529753
20160629,1312.49,1319,1265,1319.45,429822825
20160703,1322.44,1376,1322,1376.13,8615433
20160704,1391.05,1430,1327,1332.38,260763097
20160705,1359.23,1410,1329,1386.07,140541395
20160709,1372.15,1391,1337,1345.31,101023373
20160710,1352.27,1389,1339,1343.32,106903999
20160711,1362.21,1380,1341,1345.31,71948756
20160712,1343.32,1354,1293,1292.61,60784531
20160713,1271.73,1291,1262,1262.78,169368144
20160716,1250.85,1253,1205,1213.06,124108028
20160717,1223.01,1279,1223,1271.73,94294525
20160718,1277.69,1278,1224,1232.95,67676040
20160719,1251.84,1288,1238,1272.72,83522456
20160731,1322.44,1332,1263,1267.75,64532627
20160801,1262.78,1263,1227,1226.98,125994183
20160802,1232.95,1247,1178,1225,126513343
20160803,1237.92,1262,1200,1202.13,61571191
20160806,1212.07,1222,1163,1168.32,105396400
20160807,1171.3,1208,1165,1172.3,85841190
20160808,1190.19,1208,1168,1168.32,50979345
20160809,1189.2,1189,1156,1168.32,40118780
20160810,1183.23,1200,1158,1172.3,92923042
20160813,1175.28,1223,1163,1216.05,481688825
20160814,1213.06,1243,1201,1213.06,65534464
20160815,1225,1225,1173,1183.23,55986884
20160816,1173.29,1201,1163,1163.35,451592692
20160817,1188.21,1213,1172,1187.21,457666252
20160820,1193.18,1200,1169,1170.31,47944442
20160821,1172.3,1190,1164,1171.3,41615404
20160822,1183.23,1220,1176,1183.23,133772834
20160823,1195.17,1208,1171,1171.3,90749446
20160824,1175.28,1200,1164,1183.23,108840911
20160827,1174.29,1196,1158,1159.37,100643863
20160828,1162.35,1172,1118,1117.61,114982249
20160829,1123.57,1138,1095,1122.58,86051777
20160830,1117.61,1132,1094,1104.68,52358414
20160831,1099.71,1114,1086,1095.73,43195610
20160903,1111.64,1112,1045,1053.97,51861356
20160904,1061.93,1103,1054,1084.8,55208564
20160905,1092.75,1093,1069,1084.8,23480971
20160906,1088.77,1137,1084,1125.56,40598971
20160907,1135.51,1151,1106,1123.57,72794501
20160910,1137.5,1137,1107,1112.64,27909521
20160911,1113.63,1170,1112,1134.51,43252265
20160913,1148.43,1165,1119,1136.5,36346240
20160914,1134.51,1148,1124,1125.56,26304116
20160917,1123.57,1134,1109,1121.59,30863059
20160918,1123.57,1140,1122,1122.58,27568064
20160919,1121.59,1156,1120,1132.52,30924328
20160921,1143.46,1159,1135,1148.43,33510050
20160924,1153.4,1203,1153,1203.12,63172329
20160925,1255.82,1256,1214,1219.03,205566455
20160926,1223.01,1240,1200,1212.07,62989994
20160927,1214.06,1228,1183,1184.23,46287108
20160928,1193.18,1257,1193,1256.81,187893416
20161001,1292.61,1315,1279,1315.48,295533764
20161002,1322.44,1375,1304,1375.14,253265699
20161003,1414.91,1417,1384,1416.9,191924445
20161004,1470.59,1479,1380,1392.04,317050611
20161005,1411.93,1486,1392,1431.81,157028229
20161008,1453.69,1481,1382,1398.01,95067748
20161009,1383.09,1435,1372,1382.1,85143383
20161010,1382.1,1459,1372,1449.71,95053886
20161015,1461.64,1483,1430,1450.7,65295085
20161016,1441.76,1452,1385,1386.07,92681077
20161017,1372.15,1411,1333,1383.09,56510386
20161018,1392.04,1412,1372,1381.1,36509761
20161019,1382.1,1422,1355,1375.14,69675839
20161022,1367.18,1409,1342,1372.15,86124009
20170102,1173.29,1200,1158,1160.36,163200083
20170103,1155.39,1173,1122,1143.46,105159054
20170107,1143.46,1143,1082,1084.8,45648433
20170108,1084.8,1145,1085,1145.45,81341716
20170109,1147.44,1159,1108,1118.6,42483435
20170111,1123.57,1142,1095,1117.61,53727885
20170114,1133.52,1178,1134,1145.45,78134811
20170115,1167.32,1173,1135,1143.46,45206578
20170116,1147.44,1147,1109,1112.64,43726989
20170117,1140.48,1161,1126,1127.55,28830457
20170118,1133.52,1143,1110,1112.64,46575588
20170121,1115.62,1129,1073,1083.8,60724136
20170122,1092.75,1112,1079,1083.8,28131684
20170123,1084.8,1097,1079,1078.83,39575259
20170124,1088.77,1121,1089,1099.71,38701897
20170125,1103.69,1129,1083,1084.8,41294296
20170128,1103.69,1104,1076,1076.84,26560008
20170129,1103.69,1123,1087,1106.67,45461191
20170130,1120.59,1165,1114,1165.34,151555867
20170131,1219.03,1219,1194,1201.13,394869923
20170201,1206.1,1238,1183,1233.94,125394751
20170204,1218.03,1247,1179,1193.18,69497025
20170205,1193.18,1193,1155,1165.34,42290497
20170206,1167.32,1225,1162,1217.04,96067432
20170207,1242.89,1271,1229,1237.92,76821539
20170208,1238.92,1258,1213,1216.05,43234912
20170211,1223.01,1233,1188,1203.12,35250025
20170212,1205.11,1227,1194,1223.01,40481180
20170213,1237.92,1253,1216,1232.95,42297635
20170214,1232.95,1249,1218,1227.98,25286326
20170215,1223.01,1237,1208,1217.04,26135784
20170218,1225.99,1278,1221,1262.78,78845332
20170219,1262.78,1265,1222,1224,48287285
20170220,1223.01,1246,1206,1210.08,35333486
20170221,1239.91,1242,1184,1213.06,46132269
20170222,1206.1,1232,1188,1194.17,31993371
20170225,1196.16,1213,1151,1162.35,45127570
20170226,1164.34,1168,1114,1119.6,99249681
20170227,1113.63,1138,1106,1122.58,24986884
20170228,1137.5,1183,1129,1183.23,76535110
20170301,1193.18,1221,1163,1176.27,47145814
20170304,1192.18,1213,1149,1152.41,33808456
20170305,1143.46,1168,1142,1162.35,24404158
20170306,1166.33,1187,1145,1151.42,23849113
20170307,1163.35,1214,1153,1178.26,59181300
20170308,1202.13,1214,1161,1171.3,40471018
20170311,1194.17,1194,1154,1176.27,29961125
20170312,1163.35,1181,1161,1166.33,24996100
20170313,1173.29,1204,1163,1167.32,34967198
20170314,1196.16,1211,1169,1171.3,37286804
20170315,1188.21,1198,1150,1151.42,43984667
20170318,1156.39,1177,1143,1146.44,46031692
20170325,1158.38,1193,1144,1182.24,30847410
20170326,1191.19,1191,1153,1157.38,24233771
20170327,1165.34,1173,1153,1153.4,15292115
20170328,1164.34,1165,1137,1141.47,66028819
20170329,1154.4,1154,1136,1146.44,25186150
20170403,1158.38,1171,1143,1147.44,22493430
20170404,1155.39,1163,1137,1141.47,27118182
20170405,1148.43,1186,1137,1172.3,52697828
20170408,1183.23,1217,1178,1217.04,80026111
20170409,1242.89,1267,1219,1266.76,128456701
20170410,1287.64,1315,1261,1272.72,115636381
20170412,1291.61,1340,1273,1301.56,99123329
20170415,1321.44,1369,1294,1369.17,148493794
20170416,1391.05,1416,1314,1331.39,113399613
20170417,1342.32,1342,1292,1297.58,93021713
20170418,1302.55,1335,1274,1299.57,40001056
20170419,1302.55,1352,1303,1352.27,65624874
20170422,1372.15,1394,1371,1394.03,107527321
20170423,1421.87,1442,1364,1382.1,89340680
20170424,1371.16,1402,1356,1360.22,55626261
20170426,1365.19,1389,1315,1337.35,61853594
20170429,1341.33,1362,1305,1312.49,57112249
20170430,1331.39,1341,1301,1303.55,48171850
20170501,1293.6,1302,1254,1266.76,64875198
20170502,1275.71,1300,1254,1262.78,48598167
20170503,1272.72,1294,1243,1252.84,43681981
20170506,1261.78,1271,1220,1227.98,77251014
20170507,1231.96,1289,1214,1240.9,80125998
20170508,1228.97,1268,1203,1214.06,291012823
20170509,1234.94,1289,1213,1288.63,137683316
20170510,1321.44,1321,1296,1321.44,205626620
20170513,1327.41,1340,1283,1283.66,79592497
20170514,1285.65,1325,1258,1292.61,99116270
20170515,1310.51,1320,1289,1292.61,37482366
20170516,1312.49,1351,1303,1318.46,59456450
20170517,1326.42,1381,1306,1371.16,182305684
20170520,1416.9,1417,1387,1392.04,199211273
20170521,1387.07,1412,1377,1382.1,4524306
20170903,1206,1228,1159,1163,300699731
20170904,1170,1189,1147,1155,82898593
20170905,1149,1178,1145,1151,51608629
20170906,1150,1168,1131,1155,35447794
20170910,1160,1165,1130,1150,53591028
20170911,1140,1149,1113,1134,34178925
20170912,1120,1156,1117,1143,58744564
20170913,1142,1164,1131,1143,34045791
20170916,1141,1152,1119,1139,36788851
20170917,1139,1140,1117,1129,30849565
20170918,1124,1147,1122,1126,34993248
20170919,1140,1143,1117,1139,42405079
20170920,1128,1182,1119,1182,92962705
20170923,1190,1206,1160,1179,39477029
20170924,1180,1182,1146,1158,34364206
20170925,1157,1182,1157,1165,39940622
20170926,1162,1205,1150,1200,109365643
20170927,1209,1219,1200,1212,56638102
20171002,1200,1200,1150,1162,42110402
20171003,1160,1165,1131,1132,28491905
20171004,1132,1154,1132,1150,23830847
20171007,1130,1150,1090,1096,43234259
20171008,1094,1100,1056,1083,57033343
20171009,1086,1105,1069,1073,29478462
20171010,1081,1082,1055,1064,44669897
20171011,1066,1074,1039,1061,51431799
20171014,1072,1100,1072,1082,32352285
20171015,1085,1097,1075,1084,29451950
20171016,1080,1091,1071,1090,28487412
20171017,1081,1100,1069,1095,45474466
20171018,1090,1095,1072,1078,17579311
20171021,1080,1089,1062,1066,27912939
20171022,1070,1083,1064,1080,31475565
20171024,1039,1040,1011,1022,43105647
20171025,1014,1025,982,989,76582577
